k_start;n1_est;n2_est;n1_real;n2_real;err1;err2
1000;42;126;42;126;0.43709795007813745;0.3204674489075676
10000;42;126;42;126;0.19700076128505167;0.2568562047516525
100000;42;126;42;126;0.13046308799517406;0.23899214104585287
1000000;42;126;42;126;0.073705586;0.2629106388379199
10000000;42;126;42;126;0.042746252;0.13077841804268012
