k_start;n1_est;n2_est;n1_real;n2_real;err1;err2
1000;48;144;48;144;0.1596053394380604;0.2680261769911177
10000;48;144;48;144;0.16294302720657242;0.19934972112671926
100000;48;144;48;144;0.086426138;0.2094430862272043
1000000;48;144;48;144;0.081931443;0.17005051326001825
10000000;48;144;48;144;0.026382642;0.1284080640060503
