k_start;n1_est;n2_est;n1_real;n2_real;err1;err2
1000;98;298;98;298;0.42938010212421474;0.32624385318373704
10000;98;298;98;298;0.13203156337861638;0.2608637409847893
100000;98;298;98;298;0.14441927171207586;0.27392344443457258
1000000;98;298;98;298;0.13432926547290298;0.25093559960724267
10000000;98;298;98;298;0.055721118;0.23660987940503328
